ExtractSubClass(uk.codingbadgers.bnpcstore.bNpcStore;Class_1;[npcStores|stores];[findStoreNPC];[])
ExtractSuperClass(net.sourceforge.eclipsejetty.launch.configuration.JettyLaunchAdvancedConfigurationTab.ModifyDialogListener;Class_23;[];[widgetDefaultSelected];[])
MoveField(uk.codingbadgers.bFundamentals.commands.ModuleCommand;org.game.knight.editor.img.ImgEditor.ScaleAction;[m_label];[];[])
ExtractSuperClass(org.camunda.spin.impl.xml.dom.query.DomXPathNamespaceResolver;Class_24;[namespaces];[getPrefixes];[])
ExtractClass(uk.thecodingbadgers.benchant.ItemEditCommand.EditColourCommand.EditNameCommand.EditLoreCommand.EditOwnerCommand;Class_25;[];[matchColour|parseRGBColour];[])
MoveField(compiler.Frontend.MiniJavaParser.ProgramContext.ClassDeclarationContext;br.com.dbsoft.core.DBSLogger;[superClassName];[];[])
DecreaseMethodSecurity(net.sourceforge.eclipsejetty.jetty7.Jetty7ServerConfiguration;;[];[buildAnnotations];[])
MoveMethod(org.game.knight.ast.AST.Token;java.awt.Component;[];[visitProcess];[])
MoveMethod(pt.ist.ave.jzx.PageHeader;uk.ac.ebi.fgpt.sampletab.utils.OLSUtils.TooManyIRIsException;[];[getPageLength];[])
ExtractClass(com.example.rollingball.app.NotImplementedException;Class_30;[];[getWANDNAME];[])
PullUpField(compiler.Frontend.MiniJavaParser.ProgramContext.ClassDeclarationContext.MainClassContext.BlockContext.VarDeclarationContext.VariableContext.TypeContext.TypeBasicContext.TypeArrayContext.TypeBooleanContext.TypeIntContext.TypeClassContext.MethodDeclarationContext.ProcTypeContext.TypeVoidContext.StatementContext.StatementIfContext.StatementWhileContext.StatementAssignContext.StatementAssignArrayContext.StatementPrintContext;org.antlr.v4.runtime.tree.ParserRuleContext;[object];[];[])
PullUpMethod(uk.ac.ebi.fgpt.sampletab.utils.OLSUtils.TooManyIRIsException;java.lang.Exception;[];[getPageLength];[])
IncreaseMethodSecurity(uk.codingbadgers.bportals.commands.PortalCommand;;[];[onCommand];[])
DecreaseFieldSecurity(net.sourceforge.eclipsejetty.starter.jetty9.command.OpenCommand;;[adapter];[];[])
PullUpField(compiler.Frontend.MiniJavaParser.ProgramContext.ClassDeclarationContext;org.antlr.v4.runtime.tree.ParserRuleContext;[className];[];[])
PushDownField(org.antlr.v4.runtime.tree.ParserRuleContext;compiler.Frontend.MiniJavaParser.ProgramContext.ClassDeclarationContext.MainClassContext.BlockContext.VarDeclarationContext.VariableContext.TypeContext.TypeBasicContext.TypeArrayContext;[className];[];[])
ExtractClass(uk.codingbadgers.bHelpful.commands.ConfigCommand;Class_36;[m_config];[replaceColors];[])
PullUpField(javax.jmdns.impl.constants.DNSRecordClass;Class_8;[NOT_UNIQUE];[];[])
PullUpField(org.camunda.spin.impl.json.jackson.JacksonJsonLogger;org.camunda.spin.impl.logging.SpinLogger;[PROJECT_CODE];[];[])
ExtractSuperClass(net.sourceforge.eclipsejetty.launch.shortcut.JettyLaunchShortcut;Class_39;[];[getLaunchableResource|getResource|selectLaunchConfiguration];[])
MoveMethod(javax.tools.SimpleJavaFileObject;org.eclipse.osgi.util.NLS;[];[typeInt];[])
IncreaseFieldSecurity(uk.codingbadgers.blampsextra.LampCommand;;[activePlayers];[];[])
EncapsulateField(compiler.Frontend.MiniJavaParser.ProgramContext.ClassDeclarationContext.MainClassContext.BlockContext.VarDeclarationContext.VariableContext.TypeContext.TypeBasicContext.TypeArrayContext.TypeBooleanContext.TypeIntContext.TypeClassContext.MethodDeclarationContext.ProcTypeContext.TypeVoidContext.StatementContext.StatementIfContext.StatementWhileContext.StatementAssignContext.StatementAssignArrayContext.StatementPrintContext.StatementPrintlnContext.StatementMethodContext.StatementReturnContext.ExpressionContext.Level1Context.Level2Context.Level3Context.Level4Context.Level5Context.ExpressionUnaryMinusContext.ExpressionNegationContext.ExpressionNewObjectContext.ExpressionNewArrayContext.ExpressionIdentifierContext.ExpressionArrayAccessContext.ExpressionParenthesesContext.ExpressionConstantTrueContext.ExpressionConstantFalseContext.ExpressionConstantIntegerContext.ExpressionConstantStringContext.ExpressionMethodCallContext.IdentifierContext.IdentifierIdentifierContext.IdentifierIdContext.IdThisContext.IdIDENTContext;;[_serializedATN];[];[])
PullUpMethod(compiler.Frontend.MiniJavaParser.ProgramContext.ClassDeclarationContext.MainClassContext.BlockContext.VarDeclarationContext.VariableContext.TypeContext.TypeBasicContext.TypeArrayContext.TypeBooleanContext;org.antlr.v4.runtime.tree.ParserRuleContext;[];[typeBoolean];[])
ExtractClass(com.dp.nebula.wormhole.plugins.writer.mysqlwriter.MysqlWriterInputStreamAdapter;Class_42;[BREAK|SEP|buffer|line|lineBuilder|logger|preLen];[getLineNumber|read];[])
